DESeq2 analysis results,,,,,,,,,,
Transcript,Gene Symbol,Name,Entrez ID,baseMean,DESeq2 Log2 Fold Change,lfcSE,stat,pvalue,padj,Log2 Fold Change (Tumor/Non-malignant)
CRIM1.51232,CRIM1,Cysteine-rich motor neuron 1 protein ,51232,3744.761701,-0.634937042,0.101744085,-6.240530294,4.36E-10,2.11E-09,-0.759389166
C22orf43.51233,DRICH1,Aspartate-rich protein 1,51233,3.578070038,1.137206618,0.241577517,4.707419098,0.00000251,0.0000073,0.917269403
TMEM85.51234,EMC4,ER membrane protein complex subunit 4 ,51234,3423.036976,0.056734453,0.050399319,1.125698819,0.260293024,0.316524622,-0.163414346
C8orf30A.51236,HGH1,Protein HGH1 homolog,51236,1903.484368,0.865399629,0.100203918,8.636385109,5.8E-18,8.1E-17,0.635951076
MGC29506.51237,MZB1,Marginal zone B- and B1-cell-specific protein ,51237,648.2338434,1.478978579,0.228414923,6.474964778,9.48E-11,4.96E-10,1.147716918
ANKRD39.51239,ANKRD39,Ankyrin repeat domain-containing protein 39,51239,513.7360593,0.24715204,0.081484655,3.033111428,0.002420462,0.004441151,-0.001759482
COX16.51241,COX16,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",51241,3400.807921,0.663362113,0.086053035,7.708759091,1.27E-14,1.12E-13,0.421461483
C3orf19.51244,CCDC174,Coiled-coil domain-containing protein 174,51244,978.1277325,-0.066524886,0.038164257,-1.743120169,0.081312626,0.112376482,-0.265021597
SHISA5.51246,SHISA5,Protein shisa-5 ,51246,10392.51373,0.147740969,0.06441578,2.293552438,0.02181622,0.033877118,-0.074032521
PAIP2.51247,PAIP2,Polyadenylate-binding protein-interacting protein 2 ,51247,4851.792273,-0.002851654,0.044996243,-0.06337539,0.949467584,0.958233441,-0.19868103
PDZD11.51248,PDZD11,PDZ domain-containing protein 11 ,51248,1928.180208,0.272542632,0.071165296,3.829712619,0.000128293,0.000287517,0.028954071
TMEM69.51249,TMEM69,Transmembrane protein 69,51249,1537.288834,0.398470167,0.058211749,6.845184595,7.64E-12,4.6E-11,0.199441149
C6orf203.51250,C6orf203,Uncharacterized protein C6orf203,51250,553.6979349,0.298095725,0.085731176,3.477098289,0.000506872,0.001037832,0.099259546
NT5C3.51251,NT5C3A,Cytosolic 5'-nucleotidase 3A ,51251,865.7021369,0.361104566,0.075873571,4.75929313,0.00000194,0.00000575,0.129748087
FAM178B.51252,FAM178B,Protein FAM178B,51252,20.28861639,-1.34881374,0.195987321,-6.88214797,5.9E-12,3.6E-11,-1.61428302
MRPL37.51253,MRPL37,"39S ribosomal protein L37, mitochondrial ",51253,3612.570886,0.55931576,0.06522094,8.575708329,9.85E-18,1.33E-16,0.331885091
RNF181.51255,RNF181,E3 ubiquitin-protein ligase RNF181 ,51255,2962.828706,0.234061409,0.084768156,2.761195011,0.005759028,0.009917202,-0.031394115
TBC1D7.51256,TBC1D7,TBC1 domain family member 7 ,51256,722.8562688,0.524882908,0.083520229,6.28450036,3.29E-10,1.62E-09,0.244888254
MARCH2.51257,MARCH2,E3 ubiquitin-protein ligase MARCH2 ,51257,1769.053254,-0.19326613,0.069875882,-2.765848862,0.005677484,0.009784694,-0.42760008
MRPL51.51258,MRPL51,"39S ribosomal protein L51, mitochondrial ",51258,4119.355413,0.430963928,0.087051371,4.950685123,0.00000074,0.00000232,0.149440272
TMEM216.51259,TMEM216,Transmembrane protein 216,51259,646.6451372,0.189697586,0.069649992,2.723583755,0.006457784,0.011021269,-0.043225541
CXorf26.51260,PBDC1,Protein PBDC1 ,51260,1358.945153,0.097040082,0.073892481,1.313260568,0.189095161,0.238331165,-0.167332642
MRPL30.51263,MRPL30,"39S ribosomal protein L30, mitochondrial ",51263,1978.322341,0.22381224,0.050143468,4.463437584,0.00000807,0.0000218,0.027664446
MRPL27.51264,MRPL27,"39S ribosomal protein L27, mitochondrial ",51264,2302.328884,0.442051298,0.097833802,4.518390241,0.00000623,0.0000171,0.153305209
CDKL3.51265,CDKL3,Cyclin-dependent kinase-like 3 ,51265,71.23389485,-0.150197538,0.076954023,-1.951782795,0.050963998,0.073569369,-0.389132394
CLEC1B.51266,CLEC1B,C-type lectin domain family 1 member B ,51266,0.042234133,0.167643256,0.455146332,0.368328258,0.712628484,NA,Inf
CLEC1A.51267,CLEC1A,C-type lectin domain family 1 member A ,51267,107.9645163,-0.418521791,0.138515177,-3.02148689,0.002515365,0.004601161,-0.659306785
PIPOX.51268,PIPOX,Peroxisomal sarcosine oxidase ,51268,114.735412,-1.527694954,0.161489132,-9.460048076,3.08E-21,6.98E-20,-1.741921318
TFDP3.51270,TFDP3,Transcription factor Dp family member 3 ,51270,0.359682512,1.781478335,0.576355362,3.090937386,0.001995257,0.003716217,4.757664587
UBAP1.51271,UBAP1,Ubiquitin-associated protein 1 ,51271,3337.426498,-0.089020954,0.036475042,-2.440599084,0.014662923,0.023532023,-0.275805854
BET1L.51272,BET1L,BET1-like protein ,51272,5561.432147,0.10768922,0.048665527,2.21284403,0.026908401,0.041052532,-0.054117352
KLF3.51274,KLF3,Krueppel-like factor 3 ,51274,4842.868786,-0.146750881,0.079715677,-1.840928731,0.065632003,0.092598291,-0.304518535
C12orf47.51275,,,51275,890.9687822,0.351730849,0.076507521,4.597336869,0.00000428,0.000012,0.088347634
ZNF571.51276,ZNF571,Zinc finger protein 571,51276,220.9668162,0.085636946,0.051351261,1.667669779,0.095381298,0.129729415,-0.101300207
DNAJC27.51277,DNAJC27,DnaJ homolog subfamily C member 27 ,51277,338.6766706,-0.525738237,0.0581367,-9.043138597,1.52E-19,2.68E-18,-0.700337542
IER5.51278,IER5,Immediate early response gene 5 protein,51278,758.2870675,-0.897698778,0.136802569,-6.56200233,5.31E-11,2.86E-10,-1.15145785
C1RL.51279,C1RL,Complement C1r subcomponent-like protein ,51279,2357.260975,-0.062276247,0.087928834,-0.708257397,0.478785429,0.539345498,-0.25120445
GOLM1.51280,GOLM1,Golgi membrane protein 1 ,51280,63268.22462,1.809830051,0.155552484,11.63485151,2.74E-31,2.63E-29,1.690594057
ANKMY1.51281,ANKMY1,Ankyrin repeat and MYND domain-containing protein 1 ,51281,516.0101656,0.078795883,0.068253175,1.154464726,0.248309692,0.303777221,-0.09896132
SCAND1.51282,SCAND1,SCAN domain-containing protein 1,51282,4450.095111,1.014747998,0.125994222,8.0539249,8.02E-16,8.36E-15,0.706047025
BFAR.51283,BFAR,Bifunctional apoptosis regulator ,51283,2402.025909,0.020178375,0.034812006,0.579638369,0.562158513,0.620297188,-0.169345124
TLR7.51284,TLR7,Toll-like receptor 7,51284,125.828184,-0.238714693,0.172243974,-1.385910274,0.165774303,0.212422964,-0.437697335
RASL12.51285,RASL12,Ras-like protein family member 12 ,51285,2374.574418,-1.514624586,0.168313898,-8.99880878,2.28E-19,3.92E-18,-1.784640206
CEND1.51286,CEND1,Cell cycle exit and neuronal differentiation protein 1 ,51286,104.6073675,-1.56850706,0.190917966,-8.215607422,2.11E-16,2.37E-15,-1.826571491
CHCHD8.51287,COA4,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial ",51287,2648.144942,0.565204177,0.067058934,8.428469447,3.5E-17,4.4E-16,0.328487137
RXFP3.51289,RXFP3,Relaxin-3 receptor 1 ,51289,1.270281081,1.38796383,0.382842923,3.625413317,0.0002885,0.000612338,1.379553657
ERGIC2.51290,ERGIC2,Endoplasmic reticulum-Golgi intermediate compartment protein 2,51290,2024.615752,0.096926726,0.057050186,1.698973011,0.089324269,0.122396194,-0.098619476
GMIP.51291,GMIP,GEM-interacting protein ,51291,693.4602301,0.195956803,0.073773742,2.65618631,0.007902994,0.013267597,0.042967477
GMPR2.51292,GMPR2,GMP reductase 2 ,51292,2838.468649,-0.126270558,0.037947556,-3.327501708,0.000876285,0.001730675,-0.308353763
CD320.51293,CD320,CD320 antigen ,51293,4148.03835,0.868008827,0.120490756,7.20394537,5.85E-13,4.1E-12,0.563856711
PCDH12.51294,PCDH12,Protocadherin-12 ,51294,223.3666625,-0.371526626,0.138955656,-2.673706394,0.00750181,0.012654054,-0.537411948
ECSIT.51295,ECSIT,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial ",51295,2986.836131,0.339419946,0.078089709,4.346538729,0.0000138,0.0000361,0.085026374
SLC15A3.51296,SLC15A3,Solute carrier family 15 member 3 ,51296,559.1175872,0.183616123,0.12370144,1.484349119,0.137716326,0.180260918,-0.055600606
PLUNC.51297,BPIFA1,BPI fold-containing family A member 1 ,51297,0.24492446,-1.503318077,0.546389638,-2.751366374,0.005934723,0.010196807,-2.281676305
THEG.51298,THEG,Testicular haploid expressed gene protein ,51298,15.69514267,1.628215979,0.235082667,6.926142188,4.32E-12,2.69E-11,1.587313949
NRN1.51299,NRN1,Neuritin,51299,599.9349947,0.99326453,0.21272639,4.669211601,0.00000302,0.0000087,0.786757759
C3orf1.51300,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial ",51300,3557.126275,0.120803614,0.055918825,2.160338931,0.030746441,0.046382732,-0.065053984
GCNT4.51301,GCNT4,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 ",51301,74.13515984,-2.630052971,0.187967195,-13.99208501,1.74E-44,6.06E-42,-2.706419452
CYP39A1.51302,CYP39A1,24-hydroxycholesterol 7-alpha-hydroxylase ,51302,1615.946487,0.379254672,0.128750127,2.945664445,0.003222618,0.005778842,0.188715536
FKBP11.51303,FKBP11,Peptidyl-prolyl cis-trans isomerase FKBP11 ,51303,2800.562528,0.614837373,0.124671255,4.931669068,0.000000815,0.00000255,0.419555358
ZDHHC3.51304,ZDHHC3,Palmitoyltransferase ZDHHC3 ,51304,3547.886861,-0.290260431,0.057839736,-5.018356809,0.000000521,0.00000167,-0.4564589
KCNK9.51305,KCNK9,Potassium channel subfamily K member 9 ,51305,1.709602869,0.779038603,0.255321557,3.051205756,0.002279243,0.00420197,0.62714797
FAM13B.51306,FAM13B,Protein FAM13B ,51306,2498.343595,-0.843720321,0.078235608,-10.78435177,4.08E-27,2.15E-25,-0.998389865
FAM53C.51307,FAM53C,Protein FAM53C,51307,3422.237227,0.295649282,0.049892408,5.925736864,3.11E-09,1.34E-08,0.099986474
REEP2.51308,REEP2,Receptor expression-enhancing protein 2,51308,340.9764855,-0.90176966,0.146899463,-6.138685879,8.32E-10,3.87E-09,-1.138183077
ARMCX1.51309,ARMCX1,Armadillo repeat-containing X-linked protein 1 ,51309,1198.931265,-1.259294232,0.159125876,-7.913824326,2.5E-15,2.41E-14,-1.485349478
SLC22A17.51310,SLC22A17,Solute carrier family 22 member 17 ,51310,3154.17266,-0.771317214,0.110850577,-6.958170486,3.45E-12,2.18E-11,-0.993752379
TLR8.51311,TLR8,Toll-like receptor 8 ,51311,48.37703191,-0.379069331,0.2010655,-1.885302702,0.059388982,0.084506934,-0.613037191
SLC25A37.51312,SLC25A37,Mitoferrin-1 ,51312,2967.725801,0.798708904,0.097286287,8.209881701,2.21E-16,2.48E-15,0.597781945
FAM198B.51313,FAM198B,Protein FAM198B ,51313,4760.720771,0.547953881,0.121266266,4.518601086,0.00000622,0.0000171,0.407610361
TXNDC3.51314,NME8,Thioredoxin domain-containing protein 3 ,51314,4.655895466,0.865436904,0.229242589,3.775201233,0.000159879,0.000352633,0.6410554
KRCC1.51315,KRCC1,Lysine-rich coiled-coil protein 1 ,51315,2050.070826,-0.150865114,0.064369049,-2.343752395,0.01909084,0.029989143,-0.325127952
PLAC8.51316,PLAC8,Placenta-specific gene 8 protein ,51316,65.09692248,-0.479277266,0.188929097,-2.536810224,0.011186758,0.018306474,-0.746501771
PHF21A.51317,PHF21A,PHD finger protein 21A ,51317,2060.184785,-0.085266792,0.050429954,-1.690796546,0.090875667,0.124299407,-0.258234473
MRPL35.51318,MRPL35,"39S ribosomal protein L35, mitochondrial ",51318,1718.667265,-0.17075601,0.042640598,-4.004540713,0.0000621,0.000146771,-0.341280396
RSRC1.51319,RSRC1,Serine/Arginine-related protein 53 ,51319,418.4338957,-0.043457232,0.082344138,-0.527751374,0.597671911,0.653639587,-0.212406782
MEX3C.51320,MEX3C,RNA-binding E3 ubiquitin-protein ligase MEX3C ,51320,1452.649856,-0.101963766,0.066226074,-1.539631742,0.123650144,0.163901555,-0.259743723
AMZ2.51321,AMZ2,Archaemetzincin-2 ,51321,2627.347062,-0.079782124,0.04555229,-1.751440456,0.07987007,0.110638264,-0.282397196
WAC.51322,WAC,WW domain-containing adapter protein with coiled-coil,51322,6537.25622,-0.095463454,0.044459106,-2.147219374,0.031775821,0.047788636,-0.250067016
SPG21.51324,SPG21,Maspardin ,51324,5258.622136,0.306779802,0.059511689,5.154950387,0.000000254,0.000000846,0.134422973
ARL17A.51326,ARL17A,ADP-ribosylation factor-like protein 17 ,51326,202.1662445,0.269665538,0.081885351,3.293208535,0.00099051,0.001938857,0.10086189
AHSP.51327,AHSP,Alpha-hemoglobin-stabilizing protein ,51327,0.592044322,0.206314817,0.386079939,0.534383677,0.59307611,0.649244406,0.528845896
ARL6IP4.51329,ARL6IP4,ADP-ribosylation factor-like protein 6-interacting protein 4 ,51329,7451.022739,0.302083145,0.099538848,3.034826607,0.00240674,0.004417668,0.005422137
TNFRSF12A.51330,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A ,51330,806.9474443,-0.177259559,0.171917713,-1.031072107,0.302507007,0.360963014,-0.425846885
SPTBN5.51332,SPTBN5,"Spectrin beta chain, non-erythrocytic 5 ",51332,116.2971365,-0.540334104,0.174188794,-3.102002674,0.001922162,0.003588111,-0.76741019
ZNF771.51333,ZNF771,Zinc finger protein 771 ,51333,240.2785479,0.509088418,0.105544149,4.823464125,0.00000141,0.00000426,0.228181512
PRR16.51334,PRR16,Protein Largen ,51334,1127.989878,1.806855866,0.217874839,8.293090987,1.1E-16,1.29E-15,1.702657518
NGRN.51335,NGRN,Neugrin ,51335,8662.512509,-0.231163405,0.052972261,-4.363857613,0.0000128,0.0000335,-0.443109414
C8orf55.51337,THEM6,Protein THEM6 ,51337,2654.751263,0.57754228,0.098578665,5.85869446,4.67E-09,1.97E-08,0.40858042
MS4A4A.51338,MS4A4A,Membrane-spanning 4-domains subfamily A member 4A ,51338,207.0690803,0.201545827,0.159772416,1.261455711,0.207144707,0.258441156,-0.050485834
DACT1.51339,DACT1,Dapper homolog 1 ,51339,579.56258,-0.684101437,0.137227369,-4.985167621,0.000000619,0.00000196,-0.854470659
CRNKL1.51340,CRNKL1,Crooked neck-like protein 1 ,51340,2560.692422,0.233195027,0.049497535,4.711245257,0.00000246,0.00000717,0.045179081
ZBTB7A.51341,ZBTB7A,Zinc finger and BTB domain-containing protein 7A ,51341,2237.955868,-0.007107107,0.041987542,-0.169267033,0.865586606,0.889772798,-0.172611531
FZR1.51343,FZR1,Fizzy-related protein homolog ,51343,2622.962599,0.03926619,0.048568672,0.808467438,0.418821544,0.480454313,-0.160429137
TAOK3.51347,TAOK3,Serine/threonine-protein kinase TAO3 ,51347,5309.998527,0.448837229,0.10988122,4.084749252,0.0000441,0.000106889,0.272543537
KLRF1.51348,KLRF1,Killer cell lectin-like receptor subfamily F member 1 ,51348,11.54762109,-1.13313871,0.187583002,-6.040732371,1.53E-09,6.88E-09,-1.37434024
KRT76.51350,KRT76,"Keratin, type II cytoskeletal 2 oral ",51350,0.045886515,0.018355067,0.563055836,0.032599017,0.973994354,NA,-0.31915101
ZNF117.51351,ZNF117,Zinc finger protein 117 ,51351,1455.426035,0.290877054,0.111752098,2.602877792,0.00924449,0.015347313,0.186189964
WIT1.51352,,,51352,14.10071984,0.915925715,0.304730937,3.005686669,0.002649819,0.004828637,0.894966631
MBTPS2.51360,MBTPS2,Membrane-bound transcription factor site-2 protease ,51360,1473.759351,-0.060130411,0.070167017,-0.856961203,0.391466326,0.45325934,-0.223336807
HOOK1.51361,HOOK1,Protein Hook homolog 1 ,51361,1682.898521,0.351449434,0.090394366,3.887957294,0.000101091,0.000230553,0.209844665
CDC40.51362,CDC40,Pre-mRNA-processing factor 17 ,51362,1464.856682,-0.175676311,0.071288941,-2.46428561,0.013728667,0.022144131,-0.341020924
CHST15.51363,CHST15,Carbohydrate sulfotransferase 15 ,51363,1039.188734,-0.91078226,0.137421571,-6.627651345,3.41E-11,1.88E-10,-1.059854014
ZMYND10.51364,ZMYND10,Zinc finger MYND domain-containing protein 10 ,51364,155.8216318,2.515719111,0.251356976,10.00855099,1.4E-23,4.42E-22,2.435147035
PLA1A.51365,PLA1A,Phospholipase A1 member A ,51365,2755.571869,0.263431425,0.249126999,1.057418207,0.290320766,0.348246567,0.277479385
UBR5.51366,UBR5,E3 ubiquitin-protein ligase UBR5 ,51366,4929.849964,0.040585532,0.091327847,0.444393833,0.656757871,0.708137644,-0.097868276
POP5.51367,POP5,Ribonuclease P/MRP protein subunit POP5 ,51367,1023.803243,0.164966214,0.089886842,1.835265441,0.066466369,0.093637355,-0.095102793
TEX264.51368,TEX264,Testis-expressed sequence 264 protein ,51368,5542.603851,0.25704941,0.095057763,2.704139058,0.006848162,0.01164285,0.011689764
POMP.51371,POMP,Proteasome maturation protein ,51371,3486.464225,0.261868488,0.06936583,3.775179943,0.000159892,0.000352633,0.017075249
CCDC72.51372,TMA7,Translation machinery-associated protein 7 ,51372,4299.119871,0.616312407,0.098764919,6.240195533,4.37E-10,2.12E-09,0.312374179
MRPS17.51373,MRPS17,"28S ribosomal protein S17, mitochondrial ",51373,681.6924771,0.687643294,0.092795841,7.410281375,1.26E-13,9.67E-13,0.416212876
C2orf28.51374,ATRAID,All-trans retinoic acid-induced differentiation factor ,51374,5612.869078,-0.080709288,0.062915836,-1.282813564,0.199557401,0.250002166,-0.299165539
SNX7.51375,SNX7,Sorting nexin-7,51375,580.5702763,-1.08039268,0.104702205,-10.31871947,5.8E-25,2.22E-23,-1.276460447
UCHL5.51377,UCHL5,Ubiquitin carboxyl-terminal hydrolase isozyme L5 ,51377,982.5542427,0.003771858,0.071153521,0.053010137,0.957723831,0.965598023,-0.137980342
ANGPT4.51378,ANGPT4,Angiopoietin-4 ,51378,3.795076719,-0.794722227,0.204324385,-3.889512387,0.000100446,0.000229217,-1.010825326
CRLF3.51379,CRLF3,Cytokine receptor-like factor 3 ,51379,471.0385172,0.044230992,0.072685764,0.608523449,0.542840359,0.60172303,-0.153246066
CSAD.51380,CSAD,Cysteine sulfinic acid decarboxylase ,51380,1010.928518,0.569110464,0.132495705,4.295312559,0.0000174,0.0000449,0.356498866
ATP6V1D.51382,ATP6V1D,V-type proton ATPase subunit D ,51382,3428.11949,0.019475137,0.058624084,0.332203689,0.739735459,0.781917302,-0.187775618
WNT16.51384,WNT16,Protein Wnt-16,51384,28.01991414,-1.31414712,0.218525147,-6.013711173,1.81E-09,8.05E-09,-1.384786947
ZNF589.51385,ZNF589,Zinc finger protein 589 ,51385,2154.314048,0.302348346,0.116534205,2.594503008,0.009472778,0.015686829,0.077502543
EIF3L.51386,EIF3L,Eukaryotic translation initiation factor 3 subunit L ,51386,23776.02417,0.117332102,0.061752826,1.900028072,0.057429436,0.081944142,-0.100019419
NIP7.51388,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog ,51388,932.7955109,0.120385169,0.058842086,2.045902474,0.040765967,0.060044114,-0.0793584
RWDD1.51389,RWDD1,RWD domain-containing protein 1 ,51389,2376.312817,0.008950101,0.077826595,0.115000545,0.90844469,0.923899358,-0.245431619
AIG1.51390,AIG1,Androgen-induced gene 1 protein ,51390,1843.036049,0.232325283,0.058866878,3.946621424,0.0000793,0.000184014,0.017396066
TRPV2.51393,TRPV2,Transient receptor potential cation channel subfamily V member 2 ,51393,304.71664,-0.330337739,0.13797157,-2.394244985,0.01665462,0.026459836,-0.571524949
COMMD10.51397,COMMD10,COMM domain-containing protein 10,51397,1138.621798,-0.014705292,0.073693393,-0.199546947,0.841834923,0.87017356,-0.220956589
C19orf56.51398,WDR83OS,Protein Asterix ,51398,6133.556247,0.253778553,0.07610174,3.334727346,0.000853831,0.001689643,0.000707668
TRAPPC4.51399,TRAPPC4,Trafficking protein particle complex subunit 4 ,51399,2850.886935,0.046584358,0.073172723,0.63663557,0.52436225,0.584053515,-0.171269953
PPME1.51400,PPME1,Protein phosphatase methylesterase 1 ,51400,3534.147643,0.170223624,0.048057557,3.542078184,0.000396988,0.000824938,-0.007509872
NOL7.51406,NOL7,Nucleolar protein 7 ,51406,1735.201887,0.287504147,0.050073421,5.741651793,9.38E-09,3.81E-08,0.060990311
HEMK1.51409,HEMK1,HemK methyltransferase family member 1 ,51409,1512.73135,0.404718144,0.068087582,5.944081657,2.78E-09,0.000000012,0.174051139
BIN2.51411,BIN2,Bridging integrator 2 ,51411,174.1343492,-0.000664429,0.161778297,-0.004107032,0.996723072,0.997505224,-0.27146532
ACTL6B.51412,ACTL6B,Actin-like protein 6B ,51412,0.783654233,0.232671087,0.444468849,0.523481201,0.60063943,0.656284687,0.382787612
AMOTL2.51421,AMOTL2,Angiomotin-like protein 2 ,51421,2955.672581,-0.797957744,0.121800457,-6.551352609,5.7E-11,3.06E-10,-0.956068386
PRKAG2.51422,PRKAG2,5'-AMP-activated protein kinase subunit gamma-2 ,51422,2371.710228,-0.018907526,0.067277405,-0.281038281,0.778681038,0.815647411,-0.185984754
POLK.51426,POLK,DNA polymerase kappa ,51426,982.5538111,-0.411507355,0.086917513,-4.734458454,0.0000022,0.00000644,-0.556635664
ZNF107.51427,ZNF107,Zinc finger protein 107 ,51427,493.9236843,0.028293093,0.088888666,0.318298098,0.750258827,0.791291838,-0.132067505
DDX41.51428,DDX41,Probable ATP-dependent RNA helicase DDX41 ,51428,3432.642032,0.376763128,0.053862903,6.994853791,2.66E-12,1.7E-11,0.164132259
SNX9.51429,SNX9,Sorting nexin-9 ,51429,4927.867448,-0.388063708,0.054734453,-7.089934936,1.34E-12,8.92E-12,-0.494016014
C1orf9.51430,SUCO,SUN domain-containing ossification factor ,51430,3553.221702,-0.556295682,0.09631186,-5.775983143,7.65E-09,3.14E-08,-0.571562802
ANAPC5.51433,ANAPC5,Anaphase-promoting complex subunit 5 ,51433,6553.617092,0.53866435,0.058589345,9.193896119,3.79E-20,7.29E-19,0.305214051
ANAPC7.51434,ANAPC7,Anaphase-promoting complex subunit 7 ,51434,2472.107607,0.05564132,0.041049476,1.355469676,0.175267964,0.222975071,-0.172077393
